word,meaning,level,frequency
restless,焦躁不安的； 静不下来的， 运动不止的,CET4,
restore,恢复， 使回复； 修复， 整修； 归还， 交还,CET4,
restrain,阻止， 控制； 抑制， 遏制,CET4,
restraint,抑制， 限制， 克制； 约束措施， 约束条件,CET4,
restrict,限制， 约束， 限定,CET4,
restriction,n.限制，限定，约束,CET4,
result,发生； 结果；结果；成果；比分,CET4,
resume,重新开始， 继续， 恢复；摘要， 概要； 简历,CET4,
retain,保留， 保持,CET4,
retell,vt.再讲，重述，复述,CET4,
retire,退休， 退役； 退下， 退出， 撤退； 就寝,CET4,
retreat,退却， 撤退； 退避， 退缩,CET4,
return,vi.&n.回来，返回,CET4,
reveal,揭露， 泄露； 展现， 显示,CET4,
revenue,收入， 收益； 税收， 岁入,CET4,
reverse,撤销，推翻；反向，倒转；彻底改变；反向的， 相反的， 倒转的；相反，对立面；反面，背面，后面；挫折，逆境,CET4,
review,vt.再检查 n.复习,CET4,
revise,修订， 修改； 复习,CET4,
revolt,反叛，起义；反抗，违抗；厌恶，生反感；反叛， 起义,CET4,
revolution,n.革命；旋转，绕转,CET4,
revolutionary,革命的，革新的；革命者,CET4,
reward,报答，奖赏；报酬，酬金；报答， 酬谢， 奖励,CET4,
rhythm,韵律， 节奏,CET4,
rib,肋骨,CET4,
ribbon,缎带， 丝带； 色带,CET4,
rice,n.稻，米，饭,CET4,
rich,a.富的，丰富的,CET4,
rid,使摆脱， 解除…的负担， 从…中清除,CET4,
riddle,n.谜，谜语,CET4,
ride,vi.&n.骑马，乘车,CET4,
rider,n.骑马的人；乘车的人,CET4,
ridge,脊， 山脊； 垄， 埂， 脊状突起,CET4,
ridiculous,荒谬的， 可笑的,CET4,
rifle,来复枪， 步枪,CET4,
right,a.正确的 ad.对，正好,CET4,
rigid,严格的； 死板的； 刚硬的， 僵硬的,CET4,
ring,n.环形物(如圈、环等)；vi.鸣；按铃 n.铃声,CET4,
riot,聚众闹事；暴乱，骚乱；极度丰富；把浪费在放荡的生活上,CET4,
ripe,熟的； 时机成熟的,CET4,
ripen,vt.使熟 vi.成熟,CET4,
rise,vi.起立；升起；上涨,CET4,
risk,危险，风险；引起危险的事物；冒…的危险， 使遭受危险,CET4,
rival,竞争的，对抗的；竞争对手，敌手；可与匹敌的人；与 …竞争； 与…匹敌， 比得上,CET4,
river,n.江，河，水道,CET4,
road,n.路，道路，公路,CET4,
roar,吼叫，怒号，咆哮；轰鸣；大声喊出，大声表示；呐喊声， 咆哮声， 吼叫声； 轰鸣,CET4,
roast,烤，炙，烘；烤过的， 烘过的；烤肉,CET4,
rob,抢劫， 盗窃,CET4,
robber,n.强盗，盗贼,CET4,
robbery,n.抢劫，劫掠，盗取,CET4,
robe,n.长袍，长衣，浴衣,CET4,
robot,n.机器人；自动机,CET4,
rock,vt.摇，使动摇 vi.摇；n.岩，岩石；石头,CET4,
rocket,迅速上升， 猛涨；火箭,CET4,
rod,杆， 棒,CET4,
role,n.角色，作用，任务,CET4,
roll,vi.&vt.滚动；转动,CET4,
roller,滚筒， 滚轴,CET4,
roman,n.古罗马人 a.罗马的,CET4,
romantic,浪漫的； 多情的； 有浪漫色彩的， 传奇性的； 不切实际的， 空想的,CET4,
roof,n.屋顶，车顶；顶,CET4,
room,n.房间；地位；余地,CET4,
root,n.根，根子 vi.生根,CET4,
rope,绳，索；用绳捆,CET4,
rose,n.蔷薇花，蔷薇科植物,CET4,
rotate,旋转， 转动； 轮流,CET4,
rotation,n.旋转，转动；循环,CET4,
rotten,腐烂的； 令人不愉快的； 糟糕的,CET4,
rough,a.表面不平的；粗略的,CET4,
roughly,ad.粗糙地，粗略地,CET4,
round,a.圆的 n.兜圈；一轮,CET4,
rouse,惊起； 唤起； 唤醒,CET4,
route,路线， 路程,CET4,
routine,例行的， 常规的；例行公事，惯例，惯常的程序,CET4,
row,n.(一)排，(一)行；vt.划(船等) vi.划船,CET4,
royal,王室的， 皇家的,CET4,
rub,擦， 摩擦,CET4,
rubber,n.橡皮(擦子)；橡胶,CET4,
rubbish,n.垃圾，废物；废话,CET4,
rude,粗鲁的， 不礼貌的； 粗糙的， 粗陋的,CET4,
rug,地毯,CET4,
ruin,毁坏；毁灭；废墟,CET4,
rule,n.统治；规定；习惯,CET4,
ruler,n.统治者；尺，直尺,CET4,
rumour,谣传， 谣言,CET4,
run,vi.跑，奔；行驶；流,CET4,
runner,n.赛跑的人,CET4,
rural,农村的， 乡村的,CET4,
rush,vi.冲，奔 vt.催促,CET4,
russian,a.俄罗斯的 n.俄国人,CET4,
rust,生锈， 氧化；铁锈,CET4,
rusty,a.生锈的；变迟钝的,CET4,
sack,麻袋，包；解雇；洗劫，劫掠；解雇； 洗劫， 劫掠,CET4,
sacrifice,牺牲，舍身；献祭，供奉；牺牲； 供奉； 祭品,CET4,
sad,a.悲哀的，令人悲痛的,CET4,
saddle,鞍，鞍状物；车座；给…装鞍； 使承担任务,CET4,
sadly,ad.悲痛地，悲哀地,CET4,
sadness,n.悲痛，悲哀,CET4,
safe,a.安全的；谨慎的；n.保险箱,CET4,
safely,ad.安全地；可靠地,CET4,
safety,n.安全，保险,CET4,
sail,n.帆；船 vi.航行,CET4,
sailor,水手， 海员,CET4,
saint,圣徒； 圣人， 道德高尚的人； [用于人名或地名等前]圣,CET4,
sake,缘故， 理由,CET4,
salad,色拉， 凉拌菜,CET4,
salary,薪金， 薪水,CET4,
sale,n.卖；拍卖；销售额,CET4,
salesman,售货员， 推销员,CET4,
salt,n.盐；盐类 vt.加盐于,CET4,
same,a.同一的，相同的,CET4,
sample,样品，试样，样本；从…抽样； 品尝， 体验,CET4,
sanction,批准，认可；批准， 认可； 约束因素， 约束力；  国际制裁,CET4,
sand,n.沙，沙子；沙滩,CET4,
sandwich,n.三明治 vt.夹入,CET4,
sandy,n.沙的，含沙的,CET4,
satellite,卫星， 人造卫星,CET4,
satisfaction,n.满意；快事；赔偿,CET4,
satisfactory,令人满意的,CET4,
satisfy,vt.满足；使满意,CET4,
saturday,n.星期六,CET4,
sauce,调味汁， 作料,CET4,
saucer,茶托， 碟子,CET4,
sausage,香肠， 腊肠,CET4,
save,vt.救；节省；储蓄,CET4,
saving,节省， 节约； 储蓄金， 存款,CET4,
saw,n.锯子 vt.锯，锯开,CET4,
say,vt.说；说明；比如说,CET4,
scale,大小，规模；等级，级别；天平，磅秤；比例；刻度，标度；鳞；攀登， 爬越,CET4,
scan,细看，审视；扫描，浏览；扫描,CET4,
scandal,丑事， 丑闻； 流言蜚语； 反感， 愤慨,CET4,
scarce,缺乏的， 不足的； 稀少的， 罕见的,CET4,
scarcely,几乎不， 简直不； 决不； 刚刚， 才,CET4,
scare,吓， 使害怕； 受惊吓， 感到害怕；惊恐，恐慌,CET4,
scarf,n.围巾，头巾；领带,CET4,
scary,引起惊慌的,CET4,
scatter,撒， 散播； 散开， 驱散,CET4,
scene,n.发生地点；道具,CET4,
scenery,风景， 景色； 舞台布景,CET4,
schedule,时刻表，日程安排表；清单，明细表；安排， 排定,CET4,
scheme,密谋， 策划；计划，方案；阴谋,CET4,
scholar,学者； 奖学金获得者,CET4,
scholarship,奖学金； 学问， 学识,CET4,
school,n.学校；学院；学派,CET4,
science,n.科学，科学研究,CET4,
scientific,科学的,CET4,
scientist,n.(自然)科学家,CET4,
scissors,剪刀,CET4,
scold,责骂， 训斥,CET4,
scope,范围； 余地， 机会,CET4,
score,得， 给…打分； 画线于， 做记号于； 赢得；得分，比数，成绩；二十,CET4,
scout,侦察， 寻找；侦察员，侦察机，侦察舰；童子军,CET4,
scrape,刮，擦；刮， 擦； 刮擦声,CET4,
scratch,抓，搔，扒；刮，擦；刻出；抓痕， 划痕； 抓， 搔， 刮,CET4,
scream,尖叫，呼啸；尖叫声,CET4,
screen,屏幕，银幕；屏风；帘，纱窗；掩蔽， 遮蔽； 放映， 播放； 审查， 甄别,CET4,
screw,螺丝；固定， 拧紧,CET4,
script,剧本， 广播稿； 书写用的字母； 笔迹， 手迹,CET4,
sea,n.海，海洋,CET4,
seal,封铅，封条；印，图章；海豹；封,CET4,
seaman,n.海员，水手；水兵,CET4,
seaport,n.海港，港市,CET4,
search,vt.在…中搜寻，搜查,CET4,
season,n.季，季节，时节,CET4,
seat,n.座；座部 vt.使坐下,CET4,
second,num.第二 a.二等的；n.秒,CET4,
secondary,次要的， 第二的； 中等的； 辅助的， 从属的,CET4,
secondly,ad.第二(点)；其次,CET4,
secret,a.秘密的；隐蔽的,CET4,
secretary,n.秘书；书记；大臣,CET4,
section,部分， 章节； 部门， 科； 截面， 剖面,CET4,
sector,部门， 部分； 防御地段， 防区； 扇形,CET4,
secure,安全的，可靠的；牢固的，稳固的；无忧虑的，安心的；得到， 获得； 使安全， 保卫； 缚牢,CET4,
security,安全， 保障； 抵押品； 证券,CET4,
see,vt.看见；遇见；看出,CET4,
seed,n.种(子)，籽，萌芽,CET4,
seek,vt.寻找，探索；试图,CET4,
seem,vi.好像，似乎,CET4,
segment,部分， 片段； 瓣,CET4,
seize,vt.抓住，逮捕；夺取,CET4,
seldom,ad.很少，不常，难得,CET4,
select,精选的， 挑选出来的； 优等的， 第一流的；选择，挑选,CET4,
selection,选择， 挑选； 被挑选出来的人， 精选品； 可供选择的东西,CET4,
self,n.自我，自己,CET4,
selfish,自私的， 利己的,CET4,
sell,vt.&vi.卖，销售,CET4,
seller,n.卖者；行销货,CET4,
semester,学期,CET4,
semiconductor,半导体,CET4,
seminar,研究班， 研讨会,CET4,
senate,参议院， 上院,CET4,
senator,参议员,CET4,
send,vt.送，寄发；派遣,CET4,
senior,资格较老的，地位较高的；年长的；较年长者； 毕业班学生,CET4,
sense,n.感官；感觉；见识,CET4,
sensible,明智的； 合情理的； 有知觉的,CET4,
sensitive,敏感的， 灵敏的， 神经过敏的； 容易生气的， 易受伤害的,CET4,
sentence,n.判决；句子 vt.宣判,CET4,
separate,a.分离的；个别的,CET4,
separately,ad.分离地,CET4,
separation,n.分离，分开/居,CET4,
september,n.九月,CET4,
sequence,连续， 接续， 一连串； 次序， 顺序,CET4,
series,一系列， 连续； 丛书， 连续剧,CET4,
serious,a.严肃的；认真的,CET4,
seriously,ad.严肃地，认真地,CET4,
servant,n.仆人，佣人，雇工,CET4,
serve,vt.为…服务；招待,CET4,
service,n.服务；行政部门,CET4,
session,会议， 一届会期； 集会,CET4,
set,vt.放；安置 vi.落,CET4,
setting,环境， 背景， 布景； 调节， 设定的位置,CET4,
settle,安排， 安放； 调停； 支付， 核算； 安家； 飞落， 停留； 安定,CET4,
settlement,解决； 协议； 居留地,CET4,
seven,num.七，七个(人或物),CET4,
seventeen,num.十七，十七个,CET4,
seventh,num.第七；七分之一,CET4,
seventy,num.七十，七十个,CET4,
several,a.几个，数个,CET4,
severe,严重的； 严厉的， 严格的； 严峻的， 艰难的； 朴素的， 不加装饰的,CET4,
severely,ad.严厉地，严格地,CET4,
sew,缝制， 缝纫,CET4,
sex,n.性别，性,CET4,
sexism,性别偏见， 性别歧视,CET4,
sexual,性的， 两性的； 性别的,CET4,
shade,n.荫；遮光物 vi.荫蔽,CET4,
shadow,n.阴影，阴，影子,CET4,
shady,a.成荫的，阴凉的,CET4,
shake,vt.摇，使震动 n.摇动,CET4,
shall,aux.v.将要；必须；应,CET4,
shallow,浅的；浅薄的；浅滩， 浅水处,CET4,
shame,n.羞耻，羞愧；羞辱,CET4,
shampoo,vt.用洗发剂洗 n.洗头,CET4,
shape,n.形状；情况 vt.形成,CET4,
share,n.份；份额；股份,CET4,
sharp,a.锋利的；敏锐的,CET4,
sharpen,vt.削尖，使敏锐,CET4,
sharply,ad.锐利地，敏锐地,CET4,
shave,剃，刮，刨，削；修面，刮脸；修面， 刮脸,CET4,
she,pron.(主格)她,CET4,
shear,vt.剪；剥夺 vi.剪,CET4,
shed,脱落，脱去；流出，流下；发出，散发；棚， 小屋， 货棚,CET4,
sheep,n.羊，绵羊,CET4,
sheer,垂直地，陡峭地；急转向， 偏离；完全的，十足的；陡峭的，垂直的；极薄的，透明的,CET4,
sheet,n.被单；纸张；薄板,CET4,
shelf,n.搁板，架子,CET4,
shell,壳，贝壳；外壳，框架；炮弹；剥…的壳； 炮击,CET4,
shelter,掩蔽处，躲避处；住所；掩蔽，保护；掩蔽， 庇护； 躲避,CET4,
shield,防护物，护罩；盾；保护， 防护,CET4,
shift,移动，转移；改变，转变；转换， 转变； 轮班,CET4,
shilling,n.先令,CET4,
shine,vi.照耀，发光 n.光,CET4,
ship,n.(大)船，海船，舰,CET4,
shirt,n.(男式)衬衫,CET4,
shiver,战栗， 颤抖,CET4,
shock,n.冲击；震惊 vi.震动,CET4,
shoe,n.鞋,CET4,
shoot,vt.发射；射中 n.发芽,CET4,
shop,n.商店，店铺；车间,CET4,
shopkeeper,n.店主,CET4,
shopping,n.买东西，购物,CET4,
shore,n.滨，岸,CET4,
short,a.短的；短期的,CET4,
shortage,不足， 缺少,CET4,
shortcoming,短处， 缺点,CET4,
shortly,立刻， 不久； 不耐烦地； 简短地,CET4,
shot,n.发射；弹丸；射门,CET4,
should,aux.v.将；万一；就,CET4,
shoulder,n.肩，肩膀；挑起,CET4,
shout,n.&vi.呼喊，喊叫,CET4,
show,vt.给…看；表明,CET4,
shower,n.阵雨；(一)阵；淋浴,CET4,
shriek,vi.尖声喊叫 n.尖叫声,CET4,
shrink,起皱； 收缩； 退缩， 畏缩,CET4,
shrug,耸肩,CET4,
shut,vt.关上，闭上，关闭,CET4,
shy,a.易受惊的；害羞的,CET4,
sick,a.有病的；恶心的,CET4,
sickness,n.疾病,CET4,
side,n.边，旁边；一方,CET4,
sideways,从一边， 向一边； 在一边； 斜着， 侧身,CET4,
sigh,叹气， 叹息；叹息,CET4,
sight,n.视力；见；情景,CET4,
sightseeing,观光， 游览,CET4,
sign,n.符号；招牌 n.签名,CET4,
signal,显著的， 重大的；信号，暗号；标志，表示；发信号；标志着,CET4,
signature,署名， 签字， 签名,CET4,
significance,意义， 含义； 重要性， 重大,CET4,
significant,相当数量的； 重要的， 意义重大的， 意味深长的,CET4,
silence,n.沉默 vt.使沉默,CET4,
silent,a.沉默的；寂静无声的,CET4,
silk,n.蚕丝，丝，丝织品,CET4,
silly,a.傻的，愚蠢的,CET4,
silver,n.银；银子；银器,CET4,
similar,相似的， 类似的,CET4,
similarly,类似地， 相似地,CET4,
simple,a.简单的；朴素的,CET4,
simplicity,简单， 简易； 朴素,CET4,
simplify,简化， 使简明,CET4,
simply,ad.简单地；朴素地,CET4,
sin,犯戒律， 犯过失；罪，罪孽,CET4,
since,conj.从…以来；因为,CET4,
sincere,真诚的， 诚挚的,CET4,
sing,vi.&vt.唱，演唱,CET4,
singer,n.歌唱家，歌手,CET4,
single,单一的；独身的；单程的；单程票；,CET4,
singular,单数的； 非凡的， 奇特的； 独一无二的,CET4,
sink,vi.下沉；下垂；降低,CET4,
sir,n.先生，阁下；…爵士,CET4,
sister,n.姐妹，姐，妹,CET4,
sit,vi.坐，就坐 vt.使坐,CET4,
site,地点，场所；使坐落在； 设置,CET4,
situation,n.位置；处境；形势,CET4,
six,num.六，六个,CET4,
sixteen,num.十六，十六个,CET4,
sixth,num.第六；六分之一,CET4,
sixty,num.六十，六十个,CET4,
size,n.大小；体积；尺码,CET4,
skate,n.冰鞋；滑冰 vi.滑冰,CET4,
sketch,绘…的略图， 画…的素描； 概述；略图；梗概；素描，速写,CET4,
ski,n.滑橇 vi.滑雪,CET4,
skill,n.技能，技巧；熟练,CET4,
skilled,有技能的； 熟练的； 需要技能的,CET4,
skillful,灵巧的， 娴熟的,CET4,
skim,撇去， 掠过， 擦过； 浏览， 略读,CET4,
skin,n.皮；兽皮；外皮,CET4,
skirt,n.女裙；边缘；郊区,CET4,
sky,n.天，天空,CET4,
slam,砰地关上；猛力拉，砰地放下；猛烈抨击；砰的一声,CET4,
slap,掴，掌击，拍；啪的一声放；掴， 掌击， 拍,CET4,
slave,n.奴隶；苦工,CET4,
slavery,n.奴隶制度；苦役,CET4,
sleep,n.睡眠 vi.睡 vt.睡,CET4,
sleepy,a.想睡的；寂静的,CET4,
sleeve,袖子， 袖套,CET4,
slender,细长的， 苗条的； 微薄的， 不足的,CET4,
slice,薄片，切片；部分；切， 削,CET4,
slide,滑；悄悄地移动；滑动； 滑道， 滑面； 幻灯片,CET4,
slight,轻微的，微小的；侮慢；轻视，冷落,CET4,
slightly,ad.稍微，有点,CET4,
slim,苗条的；薄的；少的；减轻体重， 变苗条,CET4,
slip,滑跤，滑落，溜；下降，跌落；悄悄放进；疏漏， 差错,CET4,
slipper,n.拖鞋，便鞋,CET4,
slippery,滑的； 狡猾的,CET4,
slit,n.裂缝 vt.切开，撕开,CET4,
slope,倾斜；倾斜；斜面,CET4,
slow,a.慢的；迟钝的,CET4,
slowly,ad.慢慢地,CET4,
sly,a.狡猾的；躲躲闪闪的,CET4,
small,a.小的，少的；小型的,CET4,
smart,a.巧妙的；洒脱的,CET4,
smash,粉碎，打烂；狠打，猛击；破灭，失败；猛撞，猛冲；破碎 ； 猛击， 猛撞； 轰动的演出， 巨大的成功,CET4,
smell,n.嗅觉；气味 vt.嗅,CET4,
smile,vi.微笑 n.微笑，笑容,CET4,
smog,n.烟雾,CET4,
smoke,n.烟；抽烟 vi.冒烟,CET4,
smooth,a.平滑的；平静的,CET4,
smoothly,ad.光滑地；平稳地,CET4,
snake,n.蛇,CET4,
snap,咔嚓折断，啪地绷断；吧嗒一声；猛咬；厉声说话，怒声责骂；仓促的， 突然的；吧嗒声；快照,CET4,
